Period,Kaluga Oblast,Kostroma Oblast,Kursk Oblast,Lipetsk Oblast,Oryol Oblast,Ryazan Oblast,Smolensk Oblast,Tver Oblast,Tula Oblast,Yaroslavl Oblast,Saint Petersburg,Leningrad Oblast,Arkhangel'skaya Oblast',Vologda Oblast,Kaliningrad Oblast,Murmansk Oblast,Novgorod Oblast,Pskov Oblast,Republic of Karelia,Komi Republic,Moscow,Kirov Oblast,Nizhny Novgorod Oblast',Orenburg Oblast,Penza Oblast,Perm Krai,Republic of Bashkortostan,Mari El Republic,Republic of Mordovia,Republic of Tatarstan,Samara Oblast,Moscow Oblast,Saratov Oblast,Udmurt Republic,Ulyanovsk Oblast,Chuvash Republic,Astrakhan Oblast,Volgograd Oblast,Krasnodar Krai,Republic of Kalmykia,Rostov Oblast,Altai Krai,Belgorod Oblast,Irkutsk Oblast,Kemerovo Oblast,Krasnoyarsk Krai,Novosibirsk Oblast,Omsk Oblast,Altai Republic,Tyva Republic,Republic of Khakassia,Tomsk District,Amur Oblast,Bryansk Oblast,Jewish Autonomous Oblast,Zabaykalsky Krai,Kamchatka Krai,Magadan District,Primorsky Krai,Republic of Buryatia,Sakha (Yakutia) Republic,Sakhalin District,Khabarovsk Krai,The Kabardino-Balkar Republic,Vladimir Oblast,Karachay-Cherkess Republic,Republic of Dagestan,Republic of Ingushetia,Republic of North Ossetia — Alania,Stavropol Krai,Chechen Republic,Kurgan Oblast,Sverdlovsk Oblast,Tyumen Oblast,Khanty-Mansi Autonomous Okrug — Yugra,Voronezh Oblast,Chelyabinsk Oblast,Yamalo-Nenets Autonomous Okrug,Ivanovo Oblast
18748,0,0,0,1.4e-6,0,0,0,1.3e-6,3.23e-6,0,1.07e-6,0,0,0,0,0,0,0,0,0,6.6e-6,0,7.4e-7,0,1.4e-6,0,6.4e-6,0,0,3.1e-5,5e-7,1.3e-6,0,1.25e-6,0,1.7e-6,2.3e-6,0,0,0,0,0,0,1.6e-6,2.32e-6,5.7e-6,2.26e-6,0,0,3.54e-5,0,0,0,0,3.7e-5,0,0,0,0,0,0,0,0,0,0,0,1.7e-6,0,0,0,0,0,1.95e-6,0,1.14e-6,0,1.03e-6,0,0
18779,0,0,0,0,0,0,0,0,0,0,5.1e-7,0,0,0,0,0,0,0,0,0,5.8e-6,0,3.31e-6,0,0,2.38e-6,8.4e-6,0,0,2.5e-5,1.04e-6,1.7e-6,0,2.61e-6,1.7e-6,0,0,8.6e-7,7.5e-7,0,0,1.91e-6,0,0,0,2.72e-6,2.24e-6,0,0,6.17e-5,0,2.1e-6,6.8e-6,0,0,0,0,0,3.76e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88e-6,3.2e-6,1.29e-6,0,0,0,0
18809,0,0,0,0,0,0,0,0,0,0,5.88e-6,0,0,0,0,0,0,0,0,0,6.8e-6,3.1e-6,1.87e-6,0,0,8e-7,6.2e-6,0,0,3.5e-5,1.02e-6,2e-6,0,1.27e-6,0,0,0,0,4.8e-7,0,0,0,1.13e-6,8e-7,0,1.33e-6,3.07e-6,0,0,1.002e-4,4.1e-6,0,0,0,0,0,0,0,4.87e-6,0,0,0,0,0,0,0,1.7e-6,0,0,1.62e-6,0,0,6.2e-7,1.09e-6,2.59e-6,0,0,0,0
18840,0,0,0,0,0,0,0,0,0,0,2.59e-6,0,0,0,0,2.1e-6,2.8e-6,0,0,0,7e-6,1.3e-6,2.8e-6,0,0,5.32e-6,1.01e-5,0,0,3e-5,0,7.2e-6,0,2.29e-6,0,0,0,0,0,0,0,0,0,2.24e-6,0,4.16e-6,1.7e-6,0,0,8.58e-5,0,0,9.5e-6,0,0,0,0,0,0,2.6e-6,1e-5,0,0,0,0,0,0,0,0,0,0,4.9e-6,1.77e-6,9.7e-7,0,1.88e-6,4.8e-7,3e-6,0
18871,0,0,0,0,0,0,0,1.1e-6,0,1e-6,1.47e-6,7.3e-7,0,0,0,3.8e-6,0,0,9.8e-6,0,6.7e-6,0,3.26e-6,1.63e-6,0,0,1.09e-5,0,0,4.7e-5,1.71e-6,3.5e-6,0,0,2.7e-6,1.3e-6,2e-6,0,0,0,0,0,0,1.36e-6,0,3.7e-6,4.92e-6,0,3.52e-5,3.76e-5,0,0,0,0,0,0,7e-6,0,0,9.3e-6,0,1.31e-5,0,0,2.05e-6,0,0,0,0,0,0,0,2.49e-6,7.08e-6,3.7e-6,0,1.77e-6,0,0
18901,0,0,0,0,0,0,3.2e-6,0,0,2.9e-6,7.9e-7,0,0,0,0,0,0,2.5e-6,0,0,8.3e-6,0,1.95e-6,0,0,0,9.2e-6,0,0,4e-5,4.2e-7,3.6e-6,0,0,0,5.2e-6,0,0,0,0,1.45e-6,0,0,6.6e-7,0,4.14e-6,4.56e-6,8.5e-7,0,6.9e-5,1.33e-5,0,0,0,0,1.69e-5,0,0,4.41e-6,0,0,5.65e-5,0,0,3.99e-6,0,0,0,0,0,0,0,9.97e-6,0,0,0,0,0,2.9e-6
18932,1.2e-6,4.5e-6,0,0,0,0,0,0,0,0,2.77e-6,0,0,0,0,3.6e-6,0,0,0,1.8e-6,8.3e-6,0,6.4e-7,0,0,1.72e-6,1.54e-5,8.5e-6,0,4.8e-5,8.5e-7,1.7e-6,0,9.9e-7,0,6.4e-6,0,0,5.4e-7,0,3.5e-7,0,0,1.87e-6,0,2.48e-6,3.21e-6,8.1e-7,0,1.62e-5,0,0,0,0,0,1.24e-5,1.97e-5,0,1.07e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61e-6,1.68e-6,0,0,1.67e-6,0,7.4e-6
18962,1.2e-6,0,0,0,0,0,0,0,1.81e-6,0,2.53e-6,0,0,1.1e-6,0,0,0,0,0,1.7e-6,1.07e-5,0,1.62e-6,1.67e-6,0,5.8e-7,4.8e-6,1.7e-5,2.1e-6,4e-5,0,4e-6,6.2e-7,0,0,0,0,0,7.9e-7,0,0,0,0,2.58e-6,0,4.51e-6,6.46e-6,4.15e-6,8.3e-6,5.95e-5,0,0,0,0,0,0,0,0,0,0,5.2e-6,2.44e-5,0,0,0,0,0,0,0,0,0,0,3.08e-6,0,1.72e-6,0,8.4e-7,0,4.5e-6
18993,1.2e-6,0,0,0,0,3.3e-6,0,0,0,0,7.3e-7,0,0,0,1.7e-6,0,0,0,0,1.8e-6,7.9e-6,0,2.94e-6,7.44e-6,0,0,2.22e-5,0,6.5e-6,5.4e-5,0,4.9e-6,0,1.01e-6,1.2e-6,0,3.9e-6,0,8.3e-7,0,3.6e-7,0,0,1.29e-6,0,2.03e-6,7.15e-6,0,0,5.65e-5,0,1.6e-6,0,0,0,5.4e-6,0,0,6.55e-6,0,7.5e-6,0,0,1.05e-5,0,2.21e-5,0,0,0,0,0,0,1.247e-5,0,0,1.08e-6,0,7.3e-6,0
19024,0,0,0,0,0,0,0,2e-6,1.68e-6,0,6.8e-7,1.92e-6,0,1.1e-6,0,0,0,0,9e-6,0,7.5e-6,9.1e-6,4.84e-6,3.86e-6,0,5.3e-7,9.4e-6,2.6e-6,0,3.7e-5,0,3.8e-6,5.7e-7,0,0,3.6e-6,0,5.9e-7,2.4e-7,1.6e-5,6.4e-7,0,8.3e-7,3.63e-6,1.18e-6,1.86e-6,8.26e-6,7.7e-7,1.56e-5,3.14e-5,0,0,0,0,0,1.7e-6,0,0,3.97e-6,0,7.5e-6,0,1.3e-6,0,1.82e-6,7e-6,0,0,0,0,0,0,8.1e-6,2.36e-6,8.2e-7,0,7.7e-7,2.3e-6,1.3e-6
19052,3.4e-6,0,0,0,0,1.1e-6,0,0,0,0,1.94e-6,0,0,0,0,0,0,0,0,0,9.5e-6,1.2e-6,3.1e-7,8.3e-7,1.1e-6,1.13e-6,8.1e-6,2.7e-6,0,6.3e-5,2.56e-6,4.3e-6,0,9.8e-7,0,0,5.9e-6,0,1.06e-6,0,0,0,0,8.8e-6,3.14e-6,9.8e-7,1.97e-6,0,0,2.56e-5,0,0,0,0,0,1.7e-6,6.2e-6,0,4.17e-6,0,2.6e-6,2.34e-5,0,3.3e-6,0,0,0,0,0,0,0,0,1.92e-6,1.67e-6,8.6e-7,0,8.3e-7,4.8e-6,0
19083,0,0,0,0,1.8e-6,0,0,0,0,0,2.99e-6,6.54e-6,0,0,1.6e-6,1.8e-6,0,0,0,1.8e-6,9.1e-6,0,4.61e-6,0,0,0,1.39e-5,0,0,4.3e-5,0,4.3e-6,0,0,0,1.2e-6,1.9e-6,0,2.6e-7,0,6.9e-7,3.94e-6,0,1.33e-6,6.6e-7,1.167e-5,1.045e-5,0,0,0,0,1.6e-6,0,0,0,0,0,0,4.16e-6,2.2e-6,0,8e-6,0,0,9.7e-7,7.6e-6,0,0,0,6.8e-7,0,1.12e-5,1.1e-6,5.1e-6,9e-7,0,8.6e-7,0,0
19113,0,0,0,0,0,1.02e-5,0,2.4e-6,0,0,1.42e-6,6.8e-7,0,0,0,0,0,0,0,0,1.04e-5,2.7e-6,8e-6,9.5e-7,0,0,6.2e-6,0,0,2.8e-5,1.44e-6,2.9e-6,0,0,0,0,0,0,1.34e-6,0,7.6e-7,1.69e-6,0,0,3.58e-6,5.25e-6,4.29e-6,0,0,6.38e-5,3.6e-6,1.7e-6,0,0,0,0,0,0,1.758e-5,2.5e-6,0,1.33e-5,4.6e-6,0,0,0,0,0,0,7.4e-7,0,0,1.8e-6,1.87e-6,4.1e-6,0,0,3.2e-6,0
19144,1.3e-6,0,1.4e-6,0,0,1.3e-6,1.7e-6,0,1e-6,0,5.2e-7,0,0,0,0,7e-6,0,0,0,7e-6,8.4e-6,2.8e-6,3.5e-7,4.01e-6,0,0,6.2e-6,0,0,2.9e-5,2.47e-6,3.4e-6,0,2.47e-6,1.5e-6,0,0,0,2.5e-7,0,1.51e-6,0,0,1.51e-6,0,6.1e-7,8.9e-7,0,0,8.91e-5,0,0,0,0,0,0,3.78e-5,0,4.5e-6,0,1e-5,4.6e-6,0,0,0,0,0,0,3.8e-6,0,0,0,2.55e-6,0,0,0,1.02e-6,3.6e-6,1.7e-6
19174,1.3e-6,0,0,0,0,0,0,0,0,0,2.37e-6,2.65e-6,0,0,0,2.3e-6,2.7e-6,1.1e-5,2.7e-6,2.3e-6,8.5e-6,0,6.9e-7,1e-6,0,6.9e-7,1.37e-5,0,0,2.1e-5,4.9e-7,3.8e-6,1.46e-6,0,0,3.1e-6,0,0,2.4e-7,0,0,1.75e-6,0,1.49e-6,0,1.12e-6,3.87e-6,9.9e-7,0,6.8e-5,0,3.8e-6,0,0,0,4.4e-6,5.05e-5,0,0,0,1.87e-5,0,0,0,0,0,0,0,0,0,0,0,3.06e-6,1.96e-6,0,0,4.9e-7,0,0
19205,0,0,0,0,0,0,0,0,9.1e-7,0,1.64e-6,1.96e-6,0,0,0,0,0,0,0,5.9e-6,6.3e-6,0,1.54e-6,1.74e-6,7.2e-6,6e-7,8.1e-6,0,0,2e-5,1.75e-6,2.9e-6,0,1.06e-6,0,0,0,0,0,0,0,0,0,0,6.6e-7,3.22e-6,1.19e-6,0,0,9.22e-5,3.3e-6,1.6e-6,5.6e-6,0,0,0,3.23e-5,0,4.15e-6,0,0,4.1e-6,0,3.5e-6,0,0,0,0,7.2e-6,0,0,0,1.67e-6,8.5e-7,1.85e-6,0,4.4e-7,0,0
19236,0,0,1.1e-6,0,0,0,0,0,8.5e-7,0,1.39e-6,4.37e-6,0,0,0,0,0,0,0,0,8.2e-6,1.1e-6,5.7e-7,2.4e-6,3.3e-6,1.67e-6,9.4e-6,0,0,2.5e-5,2.45e-6,5.1e-6,0,0,5e-6,0,0,0,2.4e-7,0,0,0,0,2.44e-6,0,4.8e-7,2.18e-6,8e-7,7.8e-6,8.1e-6,0,0,0,0,0,0,1.19e-5,0,1.94e-6,0,0,0,0,3.1e-6,0,0,0,0,0,6.43e-6,0,0,2.85e-6,0,0,0,0,7.2e-6,0
19266,1.1e-6,0,0,0,0,0,0,0,0,0,1.89e-6,4.39e-6,0,1.1e-6,1.24e-5,0,0,0,0,7e-6,6.4e-6,3.5e-6,3.17e-6,0,4.4e-6,3.86e-6,1.32e-5,0,0,4.3e-5,1.2e-6,3.2e-6,0,0,0,0,9.1e-6,6e-7,2.4e-7,0,6.4e-7,0,0,0,5.7e-7,6.59e-6,4.93e-6,0,7.3e-6,6.9e-5,0,1.03e-5,0,0,0,3.2e-6,0,0,0,2e-6,0,0,1.2e-6,3.1e-6,0,0,1.2e-6,0,0,1.89e-6,0,0,5e-7,7.7e-7,1.62e-6,1.03e-6,0,0,0
19297,0,0,0,0,0,0,0,3.1e-6,0,0,6.2e-7,0,0,0,0,0,0,0,0,0,6.3e-6,2.3e-6,2.9e-7,0,0,4.9e-6,3.9e-6,0,0,3.8e-5,3.9e-7,3.8e-6,5.9e-7,1.93e-6,0,3.5e-6,1.6e-6,0,2.4e-7,0,6.3e-7,0,0,1.17e-6,0,3.27e-6,1.06e-6,0,7.3e-6,7.23e-5,0,0,2.4e-6,0,0,0,5.8e-6,0,0,0,2.2e-6,3.6e-6,1.3e-6,3.1e-6,1.87e-6,4.55e-5,0,0,0,0,0,0,1.25e-6,2.23e-6,0,0,0,0,0
19327,1.1e-6,0,0,0,0,0,0,0,1.72e-6,1.8e-6,1.48e-6,1.26e-6,0,1.1e-6,0,0,0,0,2.3e-6,0,6.1e-6,0,4.68e-6,3.12e-6,0,2.23e-6,1.07e-5,0,0,3.4e-5,5.65e-6,3.3e-6,3.53e-6,0,1.2e-6,2.3e-6,0,0,4.8e-7,0,6.4e-7,0,0,2.37e-6,0,1.92e-6,2.92e-6,0,7.5e-6,8.43e-5,0,7.5e-6,0,2.2e-6,0,1.6e-6,0,0,9.5e-7,0,0,3.7e-6,2.6e-6,6.2e-6,3.68e-6,0,0,0,0,6.2e-7,0,0,2.62e-6,0,7.3e-6,5.2e-7,0,6.9e-6,0
19358,0,0,0,0,0,0,0,5.7e-6,0,0,1.4e-6,0,0,0,0,0,0,0,0,2.26e-5,8.5e-6,0,1.26e-6,1.67e-6,7.2e-6,5.36e-6,1.07e-5,1.14e-5,0,5.3e-5,1.32e-6,2.9e-6,0,0,0,1.3e-6,0,6.5e-7,2.5e-7,0,3.12e-6,0,8.4e-7,6.4e-7,0,4.13e-6,7.76e-6,0,0,9.62e-5,0,0,0,0,0,0,6.3e-6,0,0,2.2e-6,0,4e-6,1.4e-6,0,0,0,0,0,0,0,0,0,6.29e-6,2.52e-6,1.76e-6,1.12e-6,4.2e-7,7.4e-6,0
19389,0,0,0,0,0,0,0,1e-6,0,0,2.65e-6,1.26e-6,0,0,0,1.7e-6,0,0,0,0,6.2e-6,1.1e-6,2.9e-6,0,5.5e-6,1.63e-6,1.35e-5,0,0,4.3e-5,8.1e-7,2.5e-6,0,0,1.2e-6,4.8e-6,0,0,2.4e-7,0,9.6e-7,0,3.9e-6,1.77e-6,5.7e-7,9.2e-7,3.58e-6,1.54e-6,0,9.15e-5,0,0,0,2.2e-6,0,0,0,0,1.88e-6,0,4.6e-6,0,0,0,0,0,0,0,0,6.3e-7,0,0,4.17e-6,0,3.25e-6,1.03e-6,7.9e-7,0,0
19417,0,0,0,0,0,2.3e-6,0,1.1e-6,0,0,6.6e-7,3.39e-6,0,8.3e-6,0,0,0,0,2.4e-6,0,6.1e-6,1.2e-6,3.17e-6,0,1.1e-5,5.8e-7,3.85e-5,0,0,4.5e-5,8.7e-7,3.4e-6,6.5e-7,1.04e-6,0,1.3e-6,0,0,0,0,0,1.42e-6,1.65e-6,3.65e-6,5.9e-7,4.2e-6,1.92e-6,8.2e-7,1.51e-5,6.22e-5,0,0,0,0,0,0,5.9e-6,0,9.8e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21e-6,2.43e-6,0,5.5e-7,4.2e-7,2.3e-6,0
19448,0,0,0,0,0,0,0,1.1e-6,3.78e-6,0,8.5e-7,0,0,0,0,0,0,0,0,0,7.7e-6,2.5e-6,7.44e-6,8.6e-7,0,1.22e-6,8.87e-5,5.7e-6,0,5.2e-5,1.77e-6,4.4e-6,0,0,2.7e-6,6.6e-6,0,6.5e-7,0,0,3.3e-7,0,0,0,1.91e-6,3.45e-6,2.44e-6,0,0,1.452e-4,0,0,1.88e-5,0,0,1.7e-6,0,0,0,0,0,4e-6,0,3.3e-6,2.97e-6,0,0,0,0,2.02e-6,0,0,2.01e-6,8.6e-7,2.72e-6,0,0,0,0
19478,0,0,0,0,0,1.2e-6,0,0,7.14e-6,0,1.72e-6,6.25e-6,0,2.7e-6,0,6.8e-6,0,0,0,0,7.5e-6,0,2.93e-6,9.8e-7,0,1.99e-6,5.49e-5,1.94e-5,0,2.5e-5,3.9e-6,2.5e-6,0,1.19e-6,0,0,0,0,2.6e-7,0,0,0,0,4.47e-6,1.47e-6,6.36e-6,3.19e-6,0,8.9e-6,1.305e-4,3.7e-6,3.6e-6,0,0,0,0,0,0,1.14e-6,0,0,4.5e-6,0,0,0,0,0,0,0,0,0,0,2.19e-6,0,2.12e-6,0,0,0,0
19509,0,2.5e-6,0,0,0,0,0,0,0,2.2e-6,4e-7,1.846e-5,1.7e-6,0,0,0,0,0,0,0,6.1e-6,1.4e-6,0,2e-6,0,4.2e-6,7e-6,0,0,2.4e-5,0,2.9e-6,3.67e-6,0,0,1.5e-6,0,4.4e-6,4.9e-7,0,7.5e-7,1.74e-6,0,2.34e-6,2.26e-6,2.45e-6,3.23e-6,0,0,1.995e-4,0,0,3.1e-6,0,0,2.2e-6,0,0,1.15e-6,0,2.9e-6,4.6e-6,0,0,3.83e-6,0,0,0,0,7.5e-7,0,0,3.2e-7,0,0,0,5e-7,0,0
19539,0,0,0,0,0,2.6e-6,0,0,0,0,1e-6,2.064e-5,0,0,1.7e-6,0,0,0,0,0,5.4e-6,0,7.5e-7,1.01e-6,0,7e-7,7.1e-6,0,0,2.2e-5,0,1.9e-6,0,0,1.5e-6,4.7e-6,0,0,0,0,0,0,0,0,0,1.17e-6,2.34e-6,0,0,1.472e-4,0,0,0,0,0,0,0,3.5e-5,1.12e-6,2.6e-6,0,1.37e-5,0,3.8e-6,2.93e-6,0,0,0,0,0,0,0,9.6e-7,0,0,0,0,0,0
19570,0,0,0,0,0,0,0,0,0,0,9e-7,0,0,1.2e-6,0,0,0,0,0,0,5.5e-6,0,0,8.9e-7,0,1.29e-6,8.5e-6,0,0,1.9e-5,9.3e-7,2e-6,0,0,0,2.8e-6,2e-6,0,2.5e-7,0,3.5e-7,0,0,6.9e-7,0,2.14e-6,4.28e-6,9.2e-7,0,9.68e-5,0,1.7e-6,1.18e-5,0,0,0,0,0,0,0,2.6e-6,4.4e-6,0,2.55e-5,9.5e-7,0,2.7e-6,0,0,2.19e-6,0,0,2.39e-6,8.7e-7,9.9e-7,0,0,8.6e-6,0
19601,0,0,0,0,0,1.1e-6,0,0,0,0,1.98e-6,1.94e-6,0,0,0,0,0,0,0,7.5e-6,3.8e-6,0,2.83e-6,1.6e-6,0,2.87e-6,9.8e-6,0,0,3.9e-5,0,2.9e-6,0,0,7.6e-6,3.7e-6,0,0,7.4e-7,0,6.6e-7,7.2e-7,0,6.2e-7,0,1.43e-6,3.48e-6,8.2e-7,7.8e-6,1.088e-4,0,1.5e-6,0,0,0,0,0,0,0,0,0,3.9e-6,0,0,0,7.1e-6,0,0,0,0,0,0,4.26e-6,1.6e-6,4.34e-6,5.3e-7,0,0,0
19631,0,0,0,0,0,4.4e-6,0,0,0,0,2.33e-6,0,0,0,0,0,0,0,0,0,5.2e-6,4.9e-6,1.95e-6,4.02e-6,0,0,2.37e-5,5.4e-6,0,4.3e-5,1.7e-6,1.7e-6,0,0,1.3e-6,6.3e-6,3.7e-6,0,0,0,3.2e-7,7.3e-7,0,1.89e-6,6.2e-7,5.78e-6,1.57e-6,0,0,3.79e-5,0,0,0,0,0,0,0,0,1.01e-6,4.2e-6,6.8e-6,7.9e-6,0,0,2.64e-6,1.41e-5,1.3e-6,0,0,1.34e-6,0,0,3.24e-6,3.23e-6,0,1.08e-6,4.1e-7,1.74e-5,0
19662,0,0,2.4e-6,0,3.6e-6,0,0,4.4e-6,0,0,2.82e-6,2e-6,0,1.1e-6,0,0,2.4e-6,0,0,0,6.9e-6,6e-6,3.88e-6,0,0,5.6e-7,2.46e-5,0,0,3.3e-5,4.1e-7,1.8e-6,1.23e-6,0,1.2e-6,7.4e-6,1.8e-6,6e-7,0,0,3.2e-7,0,0,1.81e-6,0,6.55e-6,2.3e-6,8e-7,7.5e-6,2.78e-5,0,6e-6,0,0,1.4e-5,3.3e-6,0,0,1e-6,0,0,0,0,0,2.61e-6,0,0,0,0,1.33e-6,0,0,2.63e-6,2.32e-6,5.66e-6,1.63e-6,7.9e-7,0,0
19692,1.1e-6,0,0,0,0,3.2e-6,0,0,0,0,1.67e-6,0,0,4.6e-6,0,0,0,9.7e-6,0,0,5e-6,0,1.25e-6,2.37e-6,0,2.88e-6,3.85e-5,0,0,2.6e-5,2.93e-6,2.5e-6,0,0,0,2.5e-6,5.6e-6,0,0,0,9.6e-7,7.1e-7,0,1.24e-6,0,6.35e-6,9.05e-6,0,0,1.703e-4,6e-6,1.5e-6,0,0,0,0,0,0,0,0,0,0,0,0,3.34e-6,6.7e-6,0,0,0,0,0,2.1e-6,3.51e-6,2.41e-6,2.56e-6,0,8e-7,0,1.4e-6
19723,0,0,0,0,0,2.2e-6,0,2.3e-6,0,0,2.79e-6,5.51e-6,0,0,0,0,0,0,0,0,5.9e-6,0,1.01e-6,0,0,6e-7,4.05e-5,0,0,5.5e-5,9.34e-6,2.4e-6,0,0,1.1e-5,0,9.9e-6,0,0,0,1.03e-6,0,0,1.105e-5,1.27e-6,2.05e-6,7.9e-7,0,1.61e-5,7.23e-5,0,0,5.5e-6,0,0,0,0,0,6.32e-6,0,2.4e-6,0,0,1e-5,4.63e-6,0,0,0,0,7e-7,0,0,1.14e-6,0,0,5.7e-7,4.2e-7,2.5e-6,0
19754,0,0,0,0,0,0,0,0,0,0,5.05e-6,1.34e-6,0,0,1.6e-6,0,0,0,0,1.9e-6,4e-6,0,3.3e-7,0,0,0,3.74e-5,0,0,4.6e-5,0,2.4e-6,0,1.05e-6,0,0,0,6.2e-7,2.5e-7,0,0,0,0,2.59e-6,2.55e-6,0,2.42e-6,8.2e-7,0,7.93e-5,0,0,2.7e-6,0,0,1.8e-6,0,0,7.21e-6,0,0,4e-6,0,3.2e-6,2.76e-6,1.44e-5,0,0,0,6.9e-7,0,2.2e-6,5.4e-7,0,3.45e-6,2.25e-6,0,0,1.5e-6
19783,0,0,0,0,0,0,0,0,0,0,2.62e-6,6.9e-7,0,1.2e-6,1.7e-6,0,0,0,0,0,5.3e-6,0,1.42e-6,0,2.4e-6,0,3e-5,0,0,5.2e-5,1.4e-6,3.4e-6,0,1.1e-6,0,0,0,0,1.64e-6,0,0,0,9.6e-7,1.33e-6,8.67e-6,8.61e-6,4.2e-7,0,0,8.12e-5,3.3e-6,1.6e-6,5.7e-6,0,0,0,0,3e-5,0,0,4.9e-6,4.2e-6,0,0,2.01e-6,0,0,0,0,7.4e-7,0,0,8.6e-7,0,1.77e-6,0,0,2.5e-6,0
19814,0,0,0,0,0,0,0,2.34e-5,1e-6,0,5.5e-7,6.9e-7,0,0,0,0,0,0,0,2e-6,6.8e-6,0,1.47e-6,0,0,0,2.76e-5,3e-6,0,3.2e-5,1.42e-6,3.6e-6,0,0,1.4e-6,1.4e-6,6.4e-6,3.52e-6,1.92e-6,0,0,0,0,0,5.6e-6,6.01e-6,2.63e-6,0,0,5.3e-5,3.5e-6,0,0,0,0,0,6.5e-6,0,1.11e-6,0,5.2e-6,0,0,0,2.07e-6,1.55e-5,0,0,0,0,0,0,8.8e-6,0,0,0,9.2e-7,2.7e-6,3.3e-6
19844,0,0,3.1e-6,0,0,0,0,0,1.12e-6,1.2e-6,3.75e-6,2.16e-6,0,0,0,2.5e-6,0,6.2e-6,0,0,7.5e-6,0,4.3e-7,3.27e-6,0,0,2.05e-5,0,0,4.6e-5,2.17e-6,1.2e-6,0,0,0,0,0,0,1.76e-6,0,0,9.5e-7,0,0,2.47e-6,1.98e-6,2.47e-6,0,1.94e-5,1.439e-4,0,0,3.4e-6,0,0,4.9e-6,0,0,1.22e-6,0,0,1.48e-5,1.7e-6,0,1.13e-6,0,0,0,0,1.66e-6,0,0,4.39e-6,1.03e-6,0,0,0,0,0
19875,0,0,0,0,0,0,6e-6,0,0,0,2.74e-6,0,0,1.5e-6,0,5.4e-6,0,0,0,2.6e-6,9.2e-6,0,1.72e-6,0,1.4e-6,3.02e-6,4.5e-6,0,2.8e-6,2.8e-5,0,2.4e-6,8.2e-7,2.67e-6,1.6e-6,3.4e-6,5e-6,0,2.6e-7,0,0,1.94e-6,0,8.4e-7,1.7e-6,2.189e-5,0,0,0,1.011e-4,0,2.1e-6,3.5e-6,0,0,0,0,0,0,0,0,4.9e-6,0,0,1.09e-6,8.7e-6,0,0,0,0,0,0,1.03e-6,0,0,0,0,8e-6,0
19905,0,0,4.9e-6,0,0,0,0,0,2.21e-6,0,2.36e-6,0,0,0,0,0,0,0,0,0,7.2e-6,0,4.2e-7,0,0,0,1.27e-5,3.6e-6,0,2.4e-5,5.4e-7,3.8e-6,0,1.34e-6,6.5e-6,0,0,0,2.5e-7,0,3.9e-7,0,0,4.2e-6,8.3e-7,2.71e-6,4.9e-7,0,0,1.605e-4,0,0,3.6e-6,0,0,0,0,0,2.5e-6,0,0,1.97e-5,0,5.75e-5,7.59e-6,8.9e-6,5.8e-6,0,4e-6,8.2e-7,0,0,3.44e-6,0,9.03e-6,0,1.08e-6,0,1.9e-6
19936,2.8e-6,0,0,0,0,5.1e-6,0,0,0,0,1.96e-6,1.45e-6,0,0,1.7e-6,0,0,0,0,2.3e-6,4.9e-6,0,1.19e-6,3.06e-6,0,0,5.7e-6,0,0,3.3e-5,5.2e-7,3.9e-6,0,2.48e-6,3.1e-6,0,9.4e-6,0,0,0,3.8e-7,0,0,3.76e-6,3.03e-6,2.43e-6,4.5e-7,2.04e-6,0,1.432e-4,0,1.9e-6,6.6e-6,0,0,0,7.3e-6,0,0,0,0,0,0,0,3.22e-6,8.4e-6,3e-6,0,0,0,0,0,6.37e-6,1.89e-6,1.09e-6,6.4e-7,5e-7,3.1e-6,0
19967,0,0,0,0,0,0,0,0,0,0,2.75e-6,0,0,0,0,0,0,0,0,0,5e-6,0,1.03e-6,3.57e-6,2.4e-6,0,2.69e-5,0,0,2.7e-5,1.78e-6,1.8e-6,3.97e-6,1.05e-6,1.3e-6,1.3e-6,4.1e-6,1.97e-6,2.5e-7,0,6.9e-7,0,0,1.97e-6,0,2.489e-5,3.8e-7,8.8e-7,0,4.06e-5,0,1.6e-6,0,0,0,0,6.3e-6,0,0,0,0,0,0,3.5e-6,9.7e-7,0,0,0,0,2.13e-6,0,2.3e-6,1.63e-6,0,0,0,0,5.2e-6,1.5e-6
19997,1.2e-6,0,0,0,0,0,0,0,0,0,1.64e-6,0,0,1.2e-6,0,0,0,0,0,0,7.4e-6,0,3.03e-6,1.71e-6,1.1e-6,5.9e-7,2.61e-5,0,6.6e-6,4.3e-5,0,2e-6,6.4e-7,0,0,3.8e-6,0,0,1.49e-6,0,1.65e-6,0,0,6.3e-7,1.29e-6,4.14e-6,2.73e-6,0,0,6.05e-5,0,0,0,2.5e-6,0,0,0,0,0,0,0,0,0,6.7e-6,1.88e-6,1.46e-5,1.1e-6,0,0,6.8e-7,0,0,4.86e-6,3.26e-6,6.14e-6,5.5e-7,0,0,0
