Period,Kaluga Oblast,Kostroma Oblast,Kursk Oblast,Lipetsk Oblast,Oryol Oblast,Ryazan Oblast,Smolensk Oblast,Tver Oblast,Tula Oblast,Yaroslavl Oblast,Saint Petersburg,Leningrad Oblast,Vologda Oblast,Kaliningrad Oblast,Murmansk Oblast,Republic of Karelia,Kirov Oblast,Nizhny Novgorod Oblast',Orenburg Oblast,Penza Oblast,Moscow,Perm Krai,Republic of Bashkortostan,Republic of Mordovia,Republic of Tatarstan,Samara Oblast,Saratov Oblast,Udmurt Republic,Ulyanovsk Oblast,Chuvash Republic,Astrakhan Oblast,Moscow Oblast,Volgograd Oblast,Krasnodar Krai,Republic of Adygea,Rostov Oblast,Altai Krai,Irkutsk Oblast,Kemerovo Oblast,Krasnoyarsk Krai,Novosibirsk Oblast,Omsk Oblast,Belgorod Oblast,Altai Republic,Tyva Republic,Tomsk District,Amur Oblast,Zabaykalsky Krai,Kamchatka Krai,Primorsky Krai,Sakha (Yakutia) Republic,Sakhalin District,Khabarovsk Krai,Bryansk Oblast,Karachay-Cherkess Republic,Stavropol Krai,Kurgan Oblast,Sverdlovsk Oblast,Tyumen Oblast,Khanty-Mansi Autonomous Okrug — Yugra,Chelyabinsk Oblast,Yamalo-Nenets Autonomous Okrug,Vladimir Oblast,Voronezh Oblast,Ivanovo Oblast
19692,0,0,0,0,0,0,0,0,0,0,1e-6,0,0,0,0,0,0,0,0,0,2.07e-6,0,0,0,0,0,0,0,0,0,0,5.6e-7,0,0,0,0,0,0,0,0,7.5e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3e-7,0,0
19723,0,0,0,1.2e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34e-6,0,0,0,0,0,0,0,0,0,0,3.6e-7,0,0,0,0,0,0,0,5.1e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19754,0,0,0,0,0,0,0,0,0,0,1.6e-7,0,0,0,0,0,0,0,0,0,9.3e-7,0,0,0,0,0,0,0,0,0,0,6.9e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19783,0,0,0,0,0,1.2e-6,0,0,0,0,1.7e-7,0,0,0,0,0,0,0,0,0,1.37e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-7,0,0,0,0,0,0,0,0,0,2.1e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19814,0,0,0,1.22e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23e-6,0,0,0,0,0,0,0,0,0,0,7.5e-7,0,0,0,0,0,0,7e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5e-6,0,0,0,0,0,0,0,0,0,0,0,0
19844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5e-7,0,0,0,0,0,0,0,0,0,0,2.7e-7,0,0,0,0,0,8.3e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4e-7,0,0,0,0,0,0,0
19905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9e-7,0,0,0,0,0,0,0,0,0,0,4.1e-7,0,5.1e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8e-6,0,0,0,0,0,0,0,0,1.72e-6,0,0,0,0,0,0,0
19936,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3e-6,0,0,0,0,0,0,5.6e-7,0,0,0,0,0,0,0,0,0,0,1.3e-7,0,0,0,0,0,7.5e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52e-6,0,0,6.4e-7,0
19967,0,0,0,0,0,0,0,0,0,0,1.7e-7,0,0,0,0,0,0,0,0,0,2.1e-7,0,0,0,0,0,0,0,0,0,0,3.6e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2e-5,0,0,8.1e-7,0,0,4.3e-7,0,0,0,0
19997,0,0,0,0,0,0,0,0,0,0,1.6e-7,0,0,0,0,0,0,0,0,0,7.2e-7,0,0,0,0,0,0,0,0,0,0,3.5e-7,0,0,0,0,0,0,0,5.1e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2e-7,0,0,0,3.7e-7,0,0,0,0,0,0,8e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20058,0,0,0,0,7.2e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02e-6,0,0,0,0,0,0,0,0,0,0,5.6e-7,0,0,0,0,0,0,0,0,0,0,0,1.3e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
